출동서센터,출동차수,차량호수,차량동태,진행일시,관제일련번호,관제진행일시,관제내역
황금119안전센터,1,1000000829,현장도착보고,2024-08-01 19:54,11,2024-08-01 19:54,[황금119-황금펌프(펌프차)][AVL 입력자(황금펌프)]현장도착보고
황금119안전센터,1,1000000904,현장도착보고,2024-08-01 19:55,15,2024-08-01 19:55,[황금119-황금2차펌프(소형)(탱크차)]현장도착보고
복현119지역대,1,1000001077,현장도착보고,2024-08-01 19:57,6,2024-08-01 19:57,[복현지역대-복현구급(구급차)][AVL 입력자(복현구급)]현장도착보고
복현119지역대,1,1000001077,출동보고,2024-08-01 19:50,4,2024-08-01 19:50,[복현지역대-복현구급(구급차)][AVL 입력자(복현구급)]출동보고
불로119안전센터,1,1000001088,현장도착보고,2024-08-01 19:58,5,2024-08-01 19:58,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]현장도착보고
불로119안전센터,1,1000001088,출동보고,2024-08-01 19:55,4,2024-08-01 19:55,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]출동보고
읍내119안전센터,1,1000001030,출동보고,2024-08-01 19:53,3,2024-08-01 19:53,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]출동보고
읍내119안전센터,1,1000001030,현장도착보고,2024-08-01 20:01,5,2024-08-01 20:01,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]현장도착보고
남구119구조대,1,1000001092,출동보고,2024-08-01 19:57,8,2024-08-01 19:57,[남구구조대-남구구조(구조대차)][AVL 입력자(남구구조)]출동보고
남산119안전센터,1,1000001086,출동보고,2024-08-01 19:58,13,2024-08-01 19:58,[남산119-남산굴절(28m)(굴절차)][AVL 입력자(남산굴절(28m))]출동보고
내당119안전센터,1,1000000817,출동보고,2024-08-01 19:57,7,2024-08-01 19:57,[내당119-내당펌프(펌프차)][AVL 입력자(내당펌프)]출동보고
대명119지역대,1,1000001072,현장도착보고,2024-08-01 20:03,37,2024-08-01 20:03,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]현장도착보고
대명119지역대,1,1000001072,출동보고,2024-08-01 19:58,22,2024-08-01 19:58,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]출동보고
명덕119안전센터,1,1000000951,출동보고,2024-08-01 19:57,9,2024-08-01 19:57,[명덕119-명덕탱크(탱크차)][AVL 입력자(명덕탱크)]출동보고
명덕119안전센터,1,1000001087,출동보고,2024-08-01 19:58,10,2024-08-01 19:58,[명덕119-명덕펌프(카)(펌프차)][AVL 입력자(명덕펌프(카))]출동보고
성명119안전센터,1,1000000809,현장도착보고,2024-08-01 20:06,41,2024-08-01 20:06,[성명119-성명2차펌(탱크차)]현장도착보고
성명119안전센터,1,1000000809,출동보고,2024-08-01 19:58,25,2024-08-01 19:58,[성명119-성명2차펌(탱크차)][AVL 입력자(성명2차펌)]출동보고
성명119안전센터,1,1000001051,현장도착보고,2024-08-01 20:05,39,2024-08-01 20:05,[성명119-성명펌프1차(카)(펌프차)][AVL 입력자(성명펌프1차(카))]현장도착보고
성명119안전센터,1,1000001051,출동보고,2024-08-01 19:58,12,2024-08-01 19:58,[성명119-성명펌프1차(카)(펌프차)][AVL 입력자(성명펌프1차(카))]출동보고
현장지휘단,1,1000001176,출동보고,2024-08-01 19:58,14,2024-08-01 19:58,[현장지휘단-중부현장지휘(2012)(지휘차)][AVL 입력자(중부현장지휘(2012))]출동보고
현장지휘단,1,1000001176,현장도착보고,2024-08-01 20:02,36,2024-08-01 20:02,[현장지휘단-중부현장지휘(2012)(지휘차)][AVL 입력자(중부현장지휘(2012))]현장도착보고
119특수구조대,1,1000000862,출동보고,2024-08-01 19:59,24,2024-08-01 19:59,[119특수구조대-특구대구조버스(특수구조버스)][AVL 입력자(특구대구조버스)]출동보고
대명119지역대,2,1000001209,출동보고,2024-08-01 20:00,32,2024-08-01 20:00,[대명지역대-대명펌프(카)(펌프차)][AVL 입력자(대명펌프(카))]출동보고
범물119안전센터,1,1000000898,출동보고,2024-08-01 19:59,12,2024-08-01 19:59,[범물119-범물펌프(호)(펌프차)][AVL 입력자(범물펌프(호))]출동보고
범물119안전센터,1,1000000931,출동보고,2024-08-01 19:59,19,2024-08-01 19:59,[범물119-범물화학(화학차)][AVL 입력자(범물화학)]출동보고
범물119안전센터,1,1000001012,출동보고,2024-08-01 19:59,16,2024-08-01 19:59,[범물119-범물조연(특수차)][AVL 입력자(범물조연)]출동보고
봉덕119안전센터,1,1000000888,현장도착보고,2024-08-01 20:03,47,2024-08-01 20:03,[봉덕119-봉덕탱크(탱크차)][AVL 입력자(봉덕탱크)]현장도착보고
봉덕119안전센터,1,1000000888,출동보고,2024-08-01 19:59,10,2024-08-01 19:59,[봉덕119-봉덕탱크(탱크차)][AVL 입력자(봉덕탱크)]출동보고
봉덕119안전센터,1,1000000956,출동보고,2024-08-01 19:58,5,2024-08-01 19:58,[봉덕119-봉덕펌프(호)(펌프차)][AVL 입력자(봉덕펌프(호))]출동보고
봉덕119안전센터,1,1000000956,현장도착보고,2024-08-01 20:00,31,2024-08-01 20:00,[봉덕119-봉덕펌프(호)(펌프차)][AVL 입력자(봉덕펌프(호))]현장도착보고
봉덕119안전센터,1,1000001158,현장도착보고,2024-08-01 20:04,68,2024-08-01 20:04,[봉덕119-봉덕구급(구급차)]현장도착보고
삼덕119안전센터,1,1000000833,출동보고,2024-08-01 19:59,9,2024-08-01 19:59,[삼덕119-삼덕펌프(펌프차)][AVL 입력자(삼덕펌프)]출동보고
삼덕119안전센터,1,1000000886,출동보고,2024-08-01 19:59,17,2024-08-01 19:59,[삼덕119-삼덕탱크(탱크차)][AVL 입력자(삼덕탱크)]출동보고
상동119안전센터,1,1000000899,출동보고,2024-08-01 19:59,20,2024-08-01 19:59,[상동119-상동탱크(탱크차)][AVL 입력자(상동탱크)]출동보고
상동119안전센터,1,1000000961,출동보고,2024-08-01 19:59,21,2024-08-01 19:59,[상동119-상동펌프(호)(펌프차)][AVL 입력자(상동펌프(호))]출동보고
상동119안전센터,1,1000000961,현장도착보고,2024-08-01 20:03,44,2024-08-01 20:03,[상동119-상동펌프(호)(펌프차)][AVL 입력자(상동펌프(호))]현장도착보고
수성119안전센터,1,1000000953,현장도착보고,2024-08-01 20:06,79,2024-08-01 20:06,[수성119-수성굴절(35m)(굴절차)][AVL 입력자(수성굴절(35m))]현장도착보고
수성119안전센터,1,1000000953,출동보고,2024-08-01 19:58,8,2024-08-01 19:58,[수성119-수성굴절(35m)(굴절차)][AVL 입력자(수성굴절(35m))]출동보고
수성119안전센터,1,1000001064,현장도착보고,2024-08-01 20:06,81,2024-08-01 20:06,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]현장도착보고
수성119안전센터,1,1000001064,출동보고,2024-08-01 19:59,15,2024-08-01 19:59,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]출동보고
수성구조대,1,1000000779,출동보고,2024-08-01 19:58,3,2024-08-01 19:58,[수성구조대-수성구조공작(구조대차)][AVL 입력자(수성구조공작)]출동보고
신천119안전센터,1,1000000687,출동보고,2024-08-01 19:59,13,2024-08-01 19:59,[신천119-신천탱크(탱크차)][AVL 입력자(신천탱크)]출동보고
신천119안전센터,1,1000000713,출동보고,2024-08-01 19:59,23,2024-08-01 19:59,[신천119-신천고가(고가차)][AVL 입력자(신천고가)]출동보고
신천119안전센터,1,1000000826,출동보고,2024-08-01 19:59,14,2024-08-01 19:59,[신천119-신천펌프(펌프차)][AVL 입력자(신천펌프)]출동보고
중부구조대,1,1000001006,출동보고,2024-08-01 20:00,29,2024-08-01 20:00,[중부구조대-중부구조공작(구조대차)][AVL 입력자(중부구조공작)]출동보고
현장지휘단,3,1000000847,출동보고,2024-08-01 20:02,39,2024-08-01 20:02,[현장지휘단-수성화재조사(화재조사차)][AVL 입력자(수성화재조사)]출동보고
현장지휘단,3,1000000847,현장도착보고,2024-08-01 20:03,43,2024-08-01 20:03,[현장지휘단-수성화재조사(화재조사차)][AVL 입력자(수성화재조사)]현장도착보고
현장지휘단,4,1000001177,현장도착보고,2024-08-01 20:04,69,2024-08-01 20:04,[현장지휘단-수성현장지휘(지휘차)][AVL 입력자(수성현장지휘)]현장도착보고
황금119안전센터,5,1000000829,현장도착보고,2024-08-01 20:10,85,2024-08-01 20:10,[황금119-황금펌프(펌프차)][AVL 입력자(황금펌프)]현장도착보고
황금119안전센터,5,1000000829,출동보고,2024-08-01 20:04,72,2024-08-01 20:04,[황금119-황금펌프(펌프차)][AVL 입력자(황금펌프)]출동보고
침산119안전센터,2,1000001024,출동보고,2024-08-01 20:00,6,2024-08-01 20:00,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]출동보고
침산119안전센터,2,1000001024,현장도착보고,2024-08-01 20:03,7,2024-08-01 20:03,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]현장도착보고
서부구급대,1,1000001218,출동보고,2024-08-01 20:06,6,2024-08-01 20:06,[서부구급대-서부본대1차(구급차)][AVL 입력자(서부본대1차)]출동보고
서부구급대,1,1000001218,현장도착보고,2024-08-01 20:08,7,2024-08-01 20:08,[서부구급대-서부본대1차(구급차)][AVL 입력자(서부본대1차)]현장도착보고
강서구급대,1,1000001080,현장도착보고,2024-08-01 20:11,5,2024-08-01 20:11,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]현장도착보고
강서구급대,1,1000001080,출동보고,2024-08-01 20:07,3,2024-08-01 20:07,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]출동보고
교동119지역대,1,1000000836,현장도착보고,2024-08-01 20:10,28,2024-08-01 20:10,[교동지역대-교동펌프(카)(펌프차)]현장도착보고
남산119안전센터,1,1000000769,현장도착보고,2024-08-01 20:13,47,2024-08-01 20:13,[남산119-남산화학(화학차)]현장도착보고
남산119안전센터,1,1000000769,출동보고,2024-08-01 20:08,12,2024-08-01 20:08,[남산119-남산화학(화학차)][AVL 입력자(남산화학)]출동보고
남산119안전센터,1,1000000780,현장도착보고,2024-08-01 20:13,43,2024-08-01 20:13,[남산119-남산고가(53m)(고가차)]현장도착보고
남산119안전센터,1,1000000780,출동보고,2024-08-01 20:08,13,2024-08-01 20:08,[남산119-남산고가(53m)(고가차)][AVL 입력자(남산고가(53m))]출동보고
남산119안전센터,1,1000000824,현장도착보고,2024-08-01 20:13,45,2024-08-01 20:13,[남산119-남산탱크(2120)(탱크차)]현장도착보고
남산119안전센터,1,1000000824,출동보고,2024-08-01 20:08,10,2024-08-01 20:08,[남산119-남산탱크(2120)(탱크차)][AVL 입력자(남산탱크(2120))]출동보고
남산119안전센터,1,1000000906,현장도착보고,2024-08-01 20:13,46,2024-08-01 20:13,[남산119-남산조연(2170)(특수차)]현장도착보고
남산119안전센터,1,1000001050,현장도착보고,2024-08-01 20:12,35,2024-08-01 20:12,[남산119-남산펌프(카)(펌프차)][AVL 입력자(남산펌프(카))]현장도착보고
남산119안전센터,1,1000001050,출동보고,2024-08-01 20:08,11,2024-08-01 20:08,[남산119-남산펌프(카)(펌프차)][AVL 입력자(남산펌프(카))]출동보고
남산119안전센터,1,1000001086,출동보고,2024-08-01 20:08,14,2024-08-01 20:08,[남산119-남산굴절(28m)(굴절차)][AVL 입력자(남산굴절(28m))]출동보고
남산119안전센터,1,1000001086,현장도착보고,2024-08-01 20:13,44,2024-08-01 20:13,[남산119-남산굴절(28m)(굴절차)]현장도착보고
북부구조대,1,1000000775,출동보고,2024-08-01 20:07,7,2024-08-01 20:07,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]출동보고
북부구조대,1,1000000775,현장도착보고,2024-08-01 20:11,32,2024-08-01 20:11,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]현장도착보고
삼덕119안전센터,1,1000000833,현장도착보고,2024-08-01 20:10,27,2024-08-01 20:10,[삼덕119-삼덕펌프(펌프차)][AVL 입력자(삼덕펌프)]현장도착보고
삼덕119안전센터,1,1000000833,출동보고,2024-08-01 20:08,16,2024-08-01 20:08,[삼덕119-삼덕펌프(펌프차)][AVL 입력자(삼덕펌프)]출동보고
삼덕119안전센터,1,1000000886,현장도착보고,2024-08-01 20:12,33,2024-08-01 20:12,[삼덕119-삼덕탱크(탱크차)]현장도착보고
삼덕119안전센터,1,1000000886,출동보고,2024-08-01 20:09,22,2024-08-01 20:09,[삼덕119-삼덕탱크(탱크차)][AVL 입력자(삼덕탱크)]출동보고
서문로119안전센터,1,1000000715,현장도착보고,2024-08-01 20:09,23,2024-08-01 20:09,[서문로119-서문로굴절(굴절차)][AVL 입력자(서문로굴절)]현장도착보고
서문로119안전센터,1,1000000832,현장도착보고,2024-08-01 20:09,21,2024-08-01 20:09,[서문로119-서문로펌프(펌프차)][AVL 입력자(서문로펌프)]현장도착보고
서문로119안전센터,1,1000001074,현장도착보고,2024-08-01 20:10,26,2024-08-01 20:10,[서문로119-서문로구급(구급차)][AVL 입력자(서문로구급)]현장도착보고
현장지휘단,1,1000001201,출동보고,2024-08-01 20:07,4,2024-08-01 20:07,[현장지휘단-중부화재조사(2013)(화재조사차)][AVL 입력자(중부화재조사(2013))]출동보고
현장지휘단,1,1000001201,현장도착보고,2024-08-01 20:12,40,2024-08-01 20:12,[현장지휘단-중부화재조사(2013)(화재조사차)][AVL 입력자(중부화재조사(2013))]현장도착보고
현장지휘단,2,1000001176,현장도착보고,2024-08-01 20:13,48,2024-08-01 20:13,[현장지휘단-중부현장지휘(2012)(지휘차)]현장도착보고
현장지휘단,2,1000001176,출동보고,2024-08-01 20:07,9,2024-08-01 20:07,[현장지휘단-중부현장지휘(2012)(지휘차)][AVL 입력자(중부현장지휘(2012))]출동보고
안심119안전센터,1,1000001210,현장도착보고,2024-08-01 20:11,6,2024-08-01 20:11,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]현장도착보고
안심119안전센터,1,1000001210,출동보고,2024-08-01 20:08,4,2024-08-01 20:08,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]출동보고
상동119안전센터,1,1000000965,현장도착보고,2024-08-01 20:17,5,2024-08-01 20:17,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]현장도착보고
상동119안전센터,1,1000000965,출동보고,2024-08-01 20:09,3,2024-08-01 20:09,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]출동보고
고산119안전센터,1,1000001205,현장도착보고,2024-08-01 20:14,5,2024-08-01 20:14,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]현장도착보고
고산119안전센터,1,1000001205,출동보고,2024-08-01 20:13,4,2024-08-01 20:13,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]출동보고
수성구급대,1,1000001163,현장도착보고,2024-08-01 20:17,4,2024-08-01 20:17,[수성구급대-수성본대1차(구급차)][AVL 입력자(수성본대1차)]현장도착보고
강북구급대,1,1000001208,출동보고,2024-08-01 20:17,5,2024-08-01 20:17,[강북구급대-강북본대1차(구급차)][AVL 입력자(강북본대1차)]출동보고
강북구급대,1,1000001208,현장도착보고,2024-08-01 20:18,7,2024-08-01 20:18,[강북구급대-강북본대1차(구급차)][AVL 입력자(강북본대1차)]현장도착보고
강북구조대,1,1000001232,출동보고,2024-08-01 20:15,4,2024-08-01 20:15,[강북구조대-강북구조공작(구조대차)][AVL 입력자(강북구조공작)]출동보고
강북구조대,1,1000001232,현장도착보고,2024-08-01 20:18,6,2024-08-01 20:18,[강북구조대-강북구조공작(구조대차)][AVL 입력자(강북구조공작)]현장도착보고
수성구급대,1,1000001065,출동보고,2024-08-01 20:17,4,2024-08-01 20:17,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]출동보고
수성구급대,1,1000001065,현장도착보고,2024-08-01 20:20,5,2024-08-01 20:20,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]현장도착보고
구암119안전센터,1,1000001169,출동보고,2024-08-01 20:15,5,2024-08-01 20:15,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]출동보고
내당119안전센터,1,1000000817,출동보고,2024-08-01 20:16,6,2024-08-01 20:16,[내당119-내당펌프(펌프차)][AVL 입력자(내당펌프)]출동보고
달서구조대,1,1000001048,현장도착보고,2024-08-01 20:21,33,2024-08-01 20:21,[달서구조대-달서구조공작(구조대차)][AVL 입력자(달서구조공작)]현장도착보고
달서구조대,1,1000001048,출동보고,2024-08-01 20:17,11,2024-08-01 20:17,[달서구조대-달서구조공작(구조대차)][AVL 입력자(달서구조공작)]출동보고
본리119안전센터,1,1000000704,출동보고,2024-08-01 20:17,12,2024-08-01 20:17,[본리119-본리2차펌프(탱크차)][AVL 입력자(본리2차펌프)]출동보고
본리119안전센터,1,1000000704,현장도착보고,2024-08-01 20:22,48,2024-08-01 20:22,[본리119-본리2차펌프(탱크차)]현장도착보고
본리119안전센터,1,1000000705,출동보고,2024-08-01 20:16,4,2024-08-01 20:16,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]출동보고
본리119안전센터,1,1000000705,현장도착보고,2024-08-01 20:22,34,2024-08-01 20:22,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]현장도착보고
월성119안전센터,1,1000000756,출동보고,2024-08-01 20:17,15,2024-08-01 20:17,[월성119-월성고가(고가차)][AVL 입력자(월성고가)]출동보고
월성119안전센터,1,1000000944,출동보고,2024-08-01 20:17,13,2024-08-01 20:17,[월성119-월성탱크(탱크차)][AVL 입력자(월성탱크)]출동보고
월성119안전센터,1,1000001011,출동보고,2024-08-01 20:16,7,2024-08-01 20:16,[월성119-월성조연(특수차)][AVL 입력자(월성조연)]출동보고
월성119안전센터,1,1000001032,출동보고,2024-08-01 20:17,10,2024-08-01 20:17,[월성119-월성펌프(호)(펌프차)][AVL 입력자(월성펌프(호))]출동보고
월성119안전센터,1,1000001032,현장도착보고,2024-08-01 20:22,37,2024-08-01 20:22,[월성119-월성펌프(호)(펌프차)][AVL 입력자(월성펌프(호))]현장도착보고
월성119안전센터,1,1000001237,출동보고,2024-08-01 20:16,9,2024-08-01 20:16,[월성119-월성화학(화학차)][AVL 입력자(월성화학)]출동보고
월성119안전센터,1,1000001237,현장도착보고,2024-08-01 20:22,41,2024-08-01 20:22,[월성119-월성화학(화학차)][AVL 입력자(월성화학)]현장도착보고
이현119안전센터,1,1000000958,출동보고,2024-08-01 20:17,17,2024-08-01 20:17,[이현119-이현펌프(1차)(호)(펌프차)][AVL 입력자(이현펌프(1차)(호))]출동보고
죽전119안전센터,1,1000000820,현장도착보고,2024-08-01 20:19,22,2024-08-01 20:19,[죽전119-죽전탱크(탱크차)][AVL 입력자(죽전탱크)]현장도착보고
죽전119안전센터,1,1000000820,출동보고,2024-08-01 20:17,14,2024-08-01 20:17,[죽전119-죽전탱크(탱크차)][AVL 입력자(죽전탱크)]출동보고
죽전119안전센터,1,1000000837,현장도착보고,2024-08-01 20:18,21,2024-08-01 20:18,[죽전119-죽전펌프(펌프차)][AVL 입력자(죽전펌프)]현장도착보고
죽전119안전센터,1,1000000837,출동보고,2024-08-01 20:16,5,2024-08-01 20:16,[죽전119-죽전펌프(펌프차)][AVL 입력자(죽전펌프)]출동보고
현장지휘단,1,1000000630,현장도착보고,2024-08-01 20:23,54,2024-08-01 20:23,[현장지휘단-달서현장지휘(지휘차)]현장도착보고
현장지휘단,1,1000000849,현장도착보고,2024-08-01 20:23,55,2024-08-01 20:23,[현장지휘단-달서화재조사(화재조사차)]현장도착보고
명덕119안전센터,1,1000000995,현장도착보고,2024-08-01 20:24,5,2024-08-01 20:24,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]현장도착보고
명덕119안전센터,1,1000000995,출동보고,2024-08-01 20:20,4,2024-08-01 20:20,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]출동보고
도원119안전센터,1,1000001159,출동보고,2024-08-01 20:20,3,2024-08-01 20:20,[도원119-도원구급(구급차)][AVL 입력자(도원구급)]출동보고
도원119안전센터,1,1000001159,현장도착보고,2024-08-01 20:22,4,2024-08-01 20:22,[도원119-도원구급(구급차)][AVL 입력자(도원구급)]현장도착보고
수성119안전센터,2,1000001064,출동보고,2024-08-01 20:26,11,2024-08-01 20:26,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]출동보고
수성119안전센터,2,1000001064,현장도착보고,2024-08-01 20:35,12,2024-08-01 20:35,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]현장도착보고
비산119안전센터,1,1000001151,현장도착보고,2024-08-01 20:31,4,2024-08-01 20:31,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]현장도착보고
비산119안전센터,1,1000001151,출동보고,2024-08-01 20:27,3,2024-08-01 20:27,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]출동보고
대현119안전센터,2,1000001206,현장도착보고,2024-08-01 20:35,7,2024-08-01 20:35,[대현119-대현구급(구급차)][AVL 입력자(대현구급)]현장도착보고
대현119안전센터,2,1000001206,출동보고,2024-08-01 20:33,6,2024-08-01 20:33,[대현119-대현구급(구급차)][AVL 입력자(대현구급)]출동보고
무태119안전센터,1,1000000993,출동보고,2024-08-01 20:34,3,2024-08-01 20:34,[무태119-무태구급(구급차)][AVL 입력자(무태구급)]출동보고
무태119안전센터,1,1000000993,현장도착보고,2024-08-01 20:44,4,2024-08-01 20:44,[무태119-무태구급(구급차)][AVL 입력자(무태구급)]현장도착보고
대천119안전센터,1,1000001160,출동보고,2024-08-01 20:38,5,2024-08-01 20:38,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]출동보고
대천119안전센터,1,1000001160,현장도착보고,2024-08-01 20:51,9,2024-08-01 20:51,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]현장도착보고
율하119안전센터,1,1000000857,출동보고,2024-08-01 20:42,3,2024-08-01 20:42,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]출동보고
율하119안전센터,1,1000000857,현장도착보고,2024-08-01 20:48,4,2024-08-01 20:48,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]현장도착보고
봉덕119안전센터,1,1000001158,출동보고,2024-08-01 20:44,3,2024-08-01 20:44,[봉덕119-봉덕구급(구급차)][AVL 입력자(봉덕구급)]출동보고
봉덕119안전센터,1,1000001158,현장도착보고,2024-08-01 20:47,4,2024-08-01 20:47,[봉덕119-봉덕구급(구급차)][AVL 입력자(봉덕구급)]현장도착보고
불로119안전센터,1,1000001088,현장도착보고,2024-08-01 20:49,4,2024-08-01 20:49,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]현장도착보고
불로119안전센터,1,1000001088,출동보고,2024-08-01 20:44,3,2024-08-01 20:44,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]출동보고
구암119안전센터,1,1000001169,출동보고,2024-08-01 20:43,6,2024-08-01 20:43,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]출동보고
구암119안전센터,1,1000001172,출동보고,2024-08-01 20:44,20,2024-08-01 20:44,[구암119안전센터-구암탱크(소형)(탱크차)][AVL 입력자(구암탱크(소형))]출동보고
구암119안전센터,1,1000001174,출동보고,2024-08-01 20:47,32,2024-08-01 20:47,[구암119안전센터-구암조연(조연차)][AVL 입력자(구암조연)]출동보고
구암119안전센터,1,1000001175,출동보고,2024-08-01 20:44,18,2024-08-01 20:44,[구암119안전센터-구암화학(화학차)][AVL 입력자(구암화학)]출동보고
구암119안전센터,1,1000001175,현장도착보고,2024-08-01 20:52,51,2024-08-01 20:52,[구암119안전센터-구암화학(화학차)]현장도착보고
금호119안전센터,1,1000000967,출동보고,2024-08-01 20:44,12,2024-08-01 20:44,[금호119-금호구급(구급차)][AVL 입력자(금호구급)]출동보고
금호119안전센터,1,1000000967,현장도착보고,2024-08-01 20:47,29,2024-08-01 20:47,[금호119-금호구급(구급차)][AVL 입력자(금호구급)]현장도착보고
금호119안전센터,1,1000000970,현장도착보고,2024-08-01 20:48,34,2024-08-01 20:48,[금호119-금호탱크(탱크차)]현장도착보고
금호119안전센터,1,1000000970,출동보고,2024-08-01 20:44,22,2024-08-01 20:44,[금호119-금호탱크(탱크차)][AVL 입력자(금호탱크)]출동보고
금호119안전센터,1,1000001194,출동보고,2024-08-01 20:44,17,2024-08-01 20:44,[금호119-금호펌프(펌프차)][AVL 입력자(금호펌프)]출동보고
금호119안전센터,1,1000001194,현장도착보고,2024-08-01 20:47,31,2024-08-01 20:47,[금호119-금호펌프(펌프차)][AVL 입력자(금호펌프)]현장도착보고
서부구조대,1,1000001007,출동보고,2024-08-01 20:44,23,2024-08-01 20:44,[서부구조대-서부구조공작(구조대차)][AVL 입력자(서부구조공작)]출동보고
이현119안전센터,1,1000000958,출동보고,2024-08-01 20:44,11,2024-08-01 20:44,[이현119-이현펌프(1차)(호)(펌프차)][AVL 입력자(이현펌프(1차)(호))]출동보고
태전119안전센터,1,1000000943,현장도착보고,2024-08-01 20:52,52,2024-08-01 20:52,[태전119-태전탱크(탱크차)]현장도착보고
태전119안전센터,1,1000001170,현장도착보고,2024-08-01 20:51,39,2024-08-01 20:51,[태전119-태전펌프(카)(펌프차)][AVL 입력자(태전펌프(카))]현장도착보고
평리119안전센터,1,1000000950,출동보고,2024-08-01 20:44,21,2024-08-01 20:44,[평리119-평리탱크(탱크차)][AVL 입력자(평리탱크)]출동보고
평리119안전센터,1,1000000957,출동보고,2024-08-01 20:44,19,2024-08-01 20:44,[평리119-평리펌프(호)(펌프차)][AVL 입력자(평리펌프(호))]출동보고
현장지휘단,1,1000000646,출동보고,2024-08-01 20:45,24,2024-08-01 20:45,[현장지휘단-강북화재조사(화재조사차)][AVL 입력자(강북화재조사)]출동보고
고산119안전센터,1,1000000828,출동보고,2024-08-01 20:45,6,2024-08-01 20:45,[고산119-고산펌프(호)(펌프차)][AVL 입력자(고산펌프(호))]출동보고
수성구조대,1,1000000779,출동보고,2024-08-01 20:45,5,2024-08-01 20:45,[수성구조대-수성구조공작(구조대차)][AVL 입력자(수성구조공작)]출동보고
율하119구조대,2,1000000903,출동보고,2024-08-01 20:50,14,2024-08-01 20:50,[율하구조대-율하구조공작(구조대차)][AVL 입력자(율하구조공작)]출동보고
서부구급대,1,1000001218,현장도착보고,2024-08-01 20:57,6,2024-08-01 20:57,[서부구급대-서부본대1차(구급차)][AVL 입력자(서부본대1차)]현장도착보고
서부구급대,1,1000001218,출동보고,2024-08-01 20:51,5,2024-08-01 20:51,[서부구급대-서부본대1차(구급차)][AVL 입력자(서부본대1차)]출동보고
동촌119안전센터,1,1000001079,출동보고,2024-08-01 20:54,3,2024-08-01 20:54,[동촌119-동촌구급(구급차)][AVL 입력자(동촌구급)]출동보고
동촌119안전센터,1,1000001079,현장도착보고,2024-08-01 21:06,4,2024-08-01 21:06,[동촌119-동촌구급(구급차)][AVL 입력자(동촌구급)]현장도착보고
매곡119안전센터,1,1000001161,현장도착보고,2024-08-01 20:58,6,2024-08-01 20:58,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]현장도착보고
매곡119안전센터,1,1000001161,출동보고,2024-08-01 20:54,4,2024-08-01 20:54,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]출동보고
구암119안전센터,1,1000001169,현장도착보고,2024-08-01 21:00,40,2024-08-01 21:00,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]현장도착보고
구암119안전센터,1,1000001169,출동보고,2024-08-01 20:54,12,2024-08-01 20:54,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]출동보고
